,date,일산화탄소(CO),염화수소(HCl),황산화물(SO2),먼지(Dust),질소산화물(NOx)
0,2023-07-23,1.2272916666666667,0.5458333333333333,0.06354166666666668,1.3170833333333334,14.446875
1,2023-07-24,2.356875,0.3097916666666667,0.093125,1.1485416666666668,15.655416666666667
2,2023-07-25,1.4358333333333333,0.5052083333333334,0.0077083333333333335,1.011875,13.489583333333334
3,2023-07-26,2.0002083333333336,0.7631249999999999,0.05083333333333334,0.9193749999999999,14.222916666666668
4,2023-07-27,1.6477272727272727,0.969318181818182,0.04295454545454546,0.8888636363636363,14.88659090909091
5,2023-07-28,1.4857446808510637,0.8263829787234045,0.01617021276595745,0.892127659574468,14.214680851063829
6,2023-07-29,1.3960416666666668,0.8620833333333334,0.02291666666666667,0.85125,15.967708333333334
7,2023-07-30,0.77,0.7014583333333334,0.045625,0.9227083333333334,15.567708333333334
8,2023-07-31,0.594375,0.5083333333333334,0.005625000000000001,0.8920833333333333,16.121666666666666
9,2023-08-01,1.6033333333333335,0.8489583333333334,0.02145833333333333,0.9314583333333334,12.056666666666667
10,2023-08-02,1.7072916666666664,0.9422916666666667,0.038125,0.9052083333333334,13.004583333333334
11,2023-08-03,1.104090909090909,0.9590697674418606,0.024090909090909093,0.8421739130434781,13.301363636363636
12,2023-08-04,2.0745833333333334,0.6002083333333333,0.0,0.868125,10.984791666666666
13,2023-08-05,1.6979166666666667,0.6654166666666667,0.09312500000000001,0.8483333333333333,12.363750000000001
14,2023-08-06,1.9770833333333335,0.6537499999999999,0.00125,0.9412500000000001,12.534583333333332
15,2023-08-07,0.4395833333333334,0.5827083333333333,0.0,0.9920833333333334,15.902291666666665
16,2023-08-08,0.8570833333333333,0.6462500000000001,0.010625,0.9402083333333332,15.675625000000002
17,2023-08-09,1.4152083333333334,0.8222916666666666,0.021458333333333333,0.9285416666666667,21.876458333333336
18,2023-08-10,2.4093333333333335,0.8126666666666665,0.006666666666666668,1.268,19.907777777777778
19,2023-08-11,1.6693749999999998,0.6454166666666666,0.09937499999999999,1.483958333333333,20.901666666666667
20,2023-08-12,1.59,1.2864583333333333,0.7179166666666666,1.4625000000000001,12.149166666666666
21,2023-08-13,0.6920833333333333,0.8779166666666667,1.1187500000000001,1.5250000000000001,13.128333333333336
22,2023-08-14,0.7987500000000001,0.3656249999999999,0.395,1.1125,12.913124999999999
23,2023-08-15,1.130625,0.2558333333333333,0.0027083333333333334,0.92125,13.084583333333333
24,2023-08-16,1.5810416666666665,0.42020833333333335,0.004166666666666667,1.385,14.164166666666667
25,2023-08-17,2.282972972972973,0.4297297297297298,0.030810810810810815,1.3902702702702703,16.161621621621624
26,2023-08-18,1.5027083333333333,0.8579166666666667,0.011875000000000002,1.0529166666666667,18.656458333333333
27,2023-08-19,0.9014583333333334,1.2441666666666666,0.044583333333333336,0.94875,19.937708333333333
28,2023-08-20,0.9274999999999999,0.9518749999999999,0.000625,1.14125,16.147083333333335
29,2023-08-21,0.6604166666666668,0.71375,0.001875,1.1441666666666668,16.446875000000002
30,2023-08-22,1.3835416666666667,1.3722916666666667,0.006041666666666667,1.0195833333333333,19.048541666666665
31,2023-08-23,0.8358333333333334,1.3172916666666667,0.006250000000000001,1.1541666666666666,19.271041666666665
32,2023-08-24,0.5689130434782609,0.8552173913043479,0.002173913043478261,1.5369565217391306,19.502608695652174
33,2023-08-25,1.086875,1.0660416666666668,0.037500000000000006,1.6708333333333332,17.04520833333333
34,2023-08-26,0.7827083333333333,0.9710416666666667,0.04395833333333334,1.4660416666666667,17.819791666666667
35,2023-08-27,0.6706249999999999,0.9829166666666667,0.028958333333333336,1.5368750000000002,18.891666666666666
36,2023-08-28,0.7979166666666666,0.9616666666666666,0.0,1.1672916666666666,17.573541666666667
37,2023-08-29,1.113125,0.9458333333333334,0.004791666666666667,1.2997916666666667,19.291875
38,2023-08-30,1.4395833333333332,0.9897916666666666,0.007291666666666666,1.4747916666666667,19.597291666666667
39,2023-08-31,1.3095833333333335,1.029375,0.011041666666666667,1.42875,18.451666666666668
40,2023-09-01,1.0954166666666667,1.6154166666666665,0.04020833333333334,1.1920833333333334,19.524166666666666
41,2023-09-02,1.6770833333333333,1.3145833333333334,0.06874999999999999,1.2750000000000001,20.061875
42,2023-09-03,1.0833333333333333,1.0202083333333334,0.004583333333333333,1.3183333333333331,19.017916666666668
43,2023-09-04,0.5035416666666667,0.8577083333333334,0.006041666666666667,1.5179166666666666,20.211666666666666
44,2023-09-05,0.6022916666666666,1.1004166666666666,0.042291666666666665,1.5841666666666665,21.888958333333335
45,2023-09-06,1.210416666666667,1.095625,0.023958333333333335,1.57875,19.615416666666665
46,2023-09-07,0.6578378378378378,1.4605405405405407,0.015405405405405408,1.5283783783783782,18.91864864864865
47,2023-09-08,0.8825,1.6295833333333334,0.005,1.437916666666667,19.786875
48,2023-09-09,1.61,1.7952083333333337,0.10604166666666666,1.39,17.197083333333335
49,2023-09-10,0.835,1.8145833333333332,0.04,1.3322916666666667,18.326875
50,2023-09-11,0.4925,1.477083333333333,0.042083333333333334,1.3950000000000002,17.086041666666667
51,2023-09-12,0.37000000000000005,1.4610416666666666,0.001875,1.4347916666666665,19.130416666666665
52,2023-09-13,0.6774999999999999,1.8989583333333335,0.010833333333333334,1.3472916666666668,20.235208333333333
53,2023-09-14,1.1178378378378377,1.7513513513513512,0.016216216216216217,1.6202702702702703,17.358918918918917
54,2023-09-15,0.734375,1.6468749999999999,0.043125,1.631875,18.312291666666667
55,2023-09-16,1.5020833333333332,2.1060416666666666,0.10145833333333336,1.375,19.034791666666667
56,2023-09-17,1.7010416666666668,2.1020833333333333,0.0275,1.2229166666666667,16.047083333333333
57,2023-09-18,1.2339583333333333,1.9889583333333334,0.024999999999999998,1.4375,17.667291666666667
58,2023-09-19,0.08895833333333335,2.1716666666666664,0.026875,1.602291666666667,19.44333333333333
59,2023-09-20,0.348125,2.22375,0.11416666666666668,1.6220833333333333,18.64645833333333
60,2023-09-21,0.7838235294117647,1.822941176470588,0.04205882352941177,1.687941176470588,15.14441176470588
